division time	proteome pearson r	proteome pearson r p value	fluxome pearson r	fluxome pearson r p value	initial dry mass (fg)	final dry mass (fg)
nan	nan	nan	nan	nan	nan	nan
1.800000000000000000e+02	7.396211387851507890e-01	0.000000000000000000e+00	7.783604537730549611e-01	3.250016130830268380e-05	4.021248867638744287e+02	5.529069510700949195e+02
4.656666666666666998e+01	7.490343891803324938e-01	0.000000000000000000e+00	7.588831223745271526e-01	6.659061676254520834e-05	4.021248867638744287e+02	7.821211513007972371e+02
8.161666666666666003e+01	7.497189524572571706e-01	0.000000000000000000e+00	7.130193775490584196e-01	2.856569997465317257e-04	4.021248867638744287e+02	7.821664345898216197e+02
1.123499999999999943e+02	7.422426894658615826e-01	0.000000000000000000e+00	7.938620645766888417e-01	1.742417755264170185e-05	4.021248867638744287e+02	7.821484200025581686e+02
4.423333333333333428e+01	7.473605927721017617e-01	0.000000000000000000e+00	8.504218190697269142e-01	1.046945219793759137e-06	4.021248867638744287e+02	7.820942071151807795e+02
1.800000000000000000e+02	7.386245667192680164e-01	0.000000000000000000e+00	5.032210552623607169e-01	2.005028085707584451e-02	4.021248867638744287e+02	6.633114179565911854e+02
5.501666666666666572e+01	7.405208027124066117e-01	0.000000000000000000e+00	7.350666554687861343e-01	1.470996932398543650e-04	4.021248867638744287e+02	4.584319386226561619e+02
nan	nan	nan	nan	nan	nan	nan
1.800000000000000000e+02	7.398416597657631044e-01	0.000000000000000000e+00	6.496570389043626603e-01	1.435791251297906810e-03	4.021248867638744287e+02	6.877554721193268961e+02
1.800000000000000000e+02	7.384132902329249015e-01	0.000000000000000000e+00	6.352245651740767718e-01	1.974192622233234169e-03	4.021248867638744287e+02	6.650770491525013313e+02
1.800000000000000000e+02	7.393376842303086560e-01	0.000000000000000000e+00	2.600164600966594630e-01	2.549958925704219892e-01	4.021248867638744287e+02	6.576572409017708196e+02
4.435000000000000142e+01	7.462451825867008059e-01	0.000000000000000000e+00	8.269475578061431520e-01	3.796051996703393837e-06	4.021248867638744287e+02	7.821527311987802022e+02
1.800000000000000000e+02	7.385082418240851432e-01	0.000000000000000000e+00	5.439618908595604818e-01	1.080093040605139589e-02	4.021248867638744287e+02	6.730386395760663163e+02
1.800000000000000000e+02	7.401563359802929565e-01	0.000000000000000000e+00	4.910173506926734932e-01	2.380405072197879640e-02	4.021248867638744287e+02	6.806297379520215145e+02
1.800000000000000000e+02	7.394393423435978718e-01	0.000000000000000000e+00	6.301557955066653394e-01	2.199660733042048052e-03	4.021248867638744287e+02	6.977580172927923741e+02
1.800000000000000000e+02	7.390501965962172903e-01	0.000000000000000000e+00	8.019935475230809130e-02	7.296639583344277646e-01	4.021248867638744287e+02	6.924422456749998673e+02
4.714999999999999858e+01	7.480048756341840521e-01	0.000000000000000000e+00	7.856815822322339438e-01	2.436388762467115566e-05	4.021248867638744287e+02	7.822435108978236258e+02
1.800000000000000000e+02	7.356275235552892644e-01	0.000000000000000000e+00	4.567623362585906399e-01	3.738677067804671572e-02	4.021248867638744287e+02	4.042451858903286848e+02
4.599999999999999645e+00	7.510037577988961655e-01	0.000000000000000000e+00	8.146639806129879480e-01	6.919783004247319200e-06	4.021248867638744287e+02	4.231959721502065577e+02
4.454999999999999716e+01	7.465451258405868540e-01	0.000000000000000000e+00	7.828830583990200598e-01	2.723564022501672157e-05	4.021248867638744287e+02	7.822314063309420362e+02
4.425000000000000000e+01	7.465601748031063245e-01	0.000000000000000000e+00	8.237178752577400953e-01	4.464831499020466887e-06	4.021248867638744287e+02	7.821094277792738012e+02
1.800000000000000000e+02	7.358625848349398257e-01	0.000000000000000000e+00	3.523535605506400992e-01	1.172215323210686749e-01	4.021248867638744287e+02	4.043127437130135604e+02
4.470000000000000284e+01	7.454055551069835861e-01	0.000000000000000000e+00	8.050254987374793059e-01	1.075926042661468235e-05	4.021248867638744287e+02	7.821250352367860614e+02
7.726666666666666572e+01	7.465461336753854704e-01	0.000000000000000000e+00	8.053583347727123476e-01	1.060079080621235381e-05	4.021248867638744287e+02	7.821211263901598159e+02
1.800000000000000000e+02	7.405599103400485328e-01	0.000000000000000000e+00	2.570913707724288844e-01	2.605720027156709362e-01	4.021248867638744287e+02	6.922271495283519016e+02
4.426666666666666572e+01	7.479722760077726074e-01	0.000000000000000000e+00	7.860613994222530598e-01	2.399521377615430339e-05	4.021248867638744287e+02	7.822348613875863066e+02
nan	nan	nan	nan	nan	nan	nan
4.631666666666666998e+01	7.487669862057779735e-01	0.000000000000000000e+00	7.743749549863497839e-01	3.785107786397478316e-05	4.021248867638744287e+02	7.821162548418242295e+02
1.800000000000000000e+02	7.396287703941275549e-01	0.000000000000000000e+00	1.063826873383416499e-01	6.462619060001075777e-01	4.021248867638744287e+02	6.703764169664871133e+02
1.219333333333333371e+02	7.439208031837037938e-01	0.000000000000000000e+00	7.401844773465221516e-01	1.249458321731974615e-04	4.021248867638744287e+02	7.821024836244002927e+02
4.714999999999999858e+01	7.434758845435612828e-01	0.000000000000000000e+00	7.606227261015175989e-01	6.262754750936814672e-05	4.021248867638744287e+02	7.821288229333467825e+02
1.422166666666666686e+02	7.392019211886332597e-01	0.000000000000000000e+00	5.340804461906043521e-01	1.263540041570186331e-02	4.021248867638744287e+02	7.821246177009832081e+02
4.998333333333333428e+01	7.481999850432858867e-01	0.000000000000000000e+00	7.777279986428529135e-01	3.330261175724123969e-05	4.021248867638744287e+02	7.820929800899643851e+02
1.216500000000000057e+02	7.436721376669083172e-01	0.000000000000000000e+00	6.453432677003146933e-01	1.581815990954796823e-03	4.021248867638744287e+02	7.821183025376508340e+02
7.686666666666666003e+01	7.246502651642441339e-01	0.000000000000000000e+00	7.586550170275486726e-01	6.712603933972267618e-05	4.021248867638744287e+02	7.821193341200844316e+02
5.036666666666666714e+01	7.450830009242722651e-01	0.000000000000000000e+00	7.646098863805474988e-01	5.430656889833230361e-05	4.021248867638744287e+02	7.821132965820329446e+02
1.800000000000000000e+02	7.401071049375586020e-01	0.000000000000000000e+00	4.991647557022124149e-01	2.124124840220488128e-02	4.021248867638744287e+02	6.763027554246659747e+02
1.525833333333333428e+02	7.429165409485246618e-01	0.000000000000000000e+00	6.124220167196839926e-01	3.166077577376416857e-03	4.021248867638744287e+02	7.821017785638503028e+02
1.685666666666666629e+02	7.408837993379675524e-01	0.000000000000000000e+00	6.965467970038377032e-01	4.516307678306715053e-04	4.021248867638744287e+02	7.820937731168469327e+02
1.800000000000000000e+02	7.359727281505117347e-01	0.000000000000000000e+00	7.274568870659547937e-01	1.862722223177659708e-04	4.021248867638744287e+02	4.130865099061296632e+02
4.610000000000000142e+01	7.487187761611854286e-01	0.000000000000000000e+00	7.030538742671640362e-01	3.782297903365884379e-04	4.021248867638744287e+02	7.821407938621910034e+02
4.441666666666666430e+01	7.484407070447425259e-01	0.000000000000000000e+00	7.819960127947529482e-01	2.820530329820621681e-05	4.021248867638744287e+02	7.821530015079267741e+02
1.800000000000000000e+02	7.363318668423348701e-01	0.000000000000000000e+00	3.779130251648495364e-01	9.120499883636802585e-02	4.021248867638744287e+02	4.040919755319703199e+02
1.800000000000000000e+02	7.369472164809884873e-01	0.000000000000000000e+00	2.566786023223633917e-01	2.613650516201313501e-01	4.021248867638744287e+02	5.023662026778406471e+02
1.800000000000000000e+02	7.423830506076329883e-01	0.000000000000000000e+00	6.604049913789318271e-01	1.120615779873271583e-03	4.021248867638744287e+02	7.587437802098822885e+02
4.391666666666666430e+01	7.447314138469928180e-01	0.000000000000000000e+00	7.947631856599453037e-01	1.677732725624750054e-05	4.021248867638744287e+02	7.822358718536522701e+02
1.800000000000000000e+02	7.405230934139244159e-01	0.000000000000000000e+00	6.874365208336641331e-01	5.746373678618276089e-04	4.021248867638744287e+02	6.705550294225311063e+02
nan	nan	nan	nan	nan	nan	nan
1.800000000000000000e+02	7.363933657389880594e-01	0.000000000000000000e+00	5.226593296065465966e-01	1.506277210908110557e-02	4.021248867638744287e+02	4.032006889722008509e+02
4.753333333333333144e+01	7.476591347559214951e-01	0.000000000000000000e+00	7.732519580845597096e-01	3.949049456510781672e-05	4.021248867638744287e+02	7.821832251675562020e+02
4.873333333333333428e+01	7.460624184476701837e-01	0.000000000000000000e+00	7.622914468866942572e-01	5.901962742843725433e-05	4.021248867638744287e+02	7.821064760965566620e+02
1.800000000000000000e+02	7.366226173979601999e-01	0.000000000000000000e+00	4.457649159063092337e-01	4.283761616133761191e-02	4.021248867638744287e+02	4.043350855382375357e+02
1.800000000000000000e+02	7.278062941837408761e-01	0.000000000000000000e+00	5.071170528122602716e-01	1.895731185790727746e-02	4.021248867638744287e+02	4.915805107113023951e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.855275342019452101e-01	2.451481525993846918e-05	4.021248867638744287e+02	7.821895264999914161e+02
1.800000000000000000e+02	7.394549792420438417e-01	0.000000000000000000e+00	7.155980800671051245e-01	2.651478105179452143e-04	4.021248867638744287e+02	6.815982175848685074e+02
1.800000000000000000e+02	7.398427187767548929e-01	0.000000000000000000e+00	6.131520338509223178e-01	3.120271923665376805e-03	4.021248867638744287e+02	6.715820570805299212e+02
4.401666666666666572e+01	7.468604877130330388e-01	0.000000000000000000e+00	7.829921208075963923e-01	2.711844582152877253e-05	4.021248867638744287e+02	7.821587304898498587e+02
1.606999999999999886e+02	7.393210218442418658e-01	0.000000000000000000e+00	7.958387531849328012e-01	1.603273633096467831e-05	4.021248867638744287e+02	7.820858133684453151e+02
1.800000000000000000e+02	7.368909980362278178e-01	0.000000000000000000e+00	7.509302335781568027e-01	8.760225643778338104e-05	4.021248867638744287e+02	4.327767898013089507e+02
1.800000000000000000e+02	7.363214362097466603e-01	0.000000000000000000e+00	7.321909650414384352e-01	1.609738509347990695e-04	4.021248867638744287e+02	4.309223230361659489e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	1.320790245602171675e-01	5.681962768698429755e-01	4.021248867638744287e+02	7.821895264999914161e+02
1.800000000000000000e+02	7.388213100532960986e-01	0.000000000000000000e+00	5.800884726475540321e-01	5.840022623732667346e-03	4.021248867638744287e+02	6.571475566207802785e+02
1.800000000000000000e+02	7.384213150321006225e-01	0.000000000000000000e+00	5.409459000785767913e-01	1.133617943716183803e-02	4.021248867638744287e+02	6.719209895877472718e+02
4.895000000000000284e+01	7.477234625177721083e-01	0.000000000000000000e+00	7.492164802446958927e-01	9.281391635443752793e-05	4.021248867638744287e+02	7.820826792068137365e+02
1.800000000000000000e+02	7.403553665667194084e-01	0.000000000000000000e+00	5.271284581772192057e-01	1.407165527678391932e-02	4.021248867638744287e+02	6.776882293864832718e+02
1.933333333333333348e+00	7.523853570221361586e-01	0.000000000000000000e+00	7.702333303202588688e-01	4.420652819502587439e-05	4.021248867638744287e+02	4.135259921028527970e+02
4.339999999999999858e+01	7.314411503085681554e-01	0.000000000000000000e+00	8.325981553908963217e-01	2.834808059727837264e-06	4.021248867638744287e+02	6.213179954426475433e+02
1.800000000000000000e+02	7.414030422745323534e-01	0.000000000000000000e+00	6.120883304703548244e-01	3.187201378150937396e-03	4.021248867638744287e+02	7.456520865286711341e+02
4.751666666666666572e+01	7.473519707980132987e-01	0.000000000000000000e+00	7.804385140597680515e-01	2.998063864520586293e-05	4.021248867638744287e+02	7.821097668481625078e+02
5.553333333333333144e+01	7.492322028404285739e-01	0.000000000000000000e+00	7.682240317606710001e-01	4.760999856429440764e-05	4.021248867638744287e+02	7.821079331226096656e+02
4.643333333333333002e+01	7.324294904816752716e-01	0.000000000000000000e+00	8.696383361479338436e-01	3.066796576678670729e-07	4.021248867638744287e+02	6.158658293583057457e+02
1.800000000000000000e+02	7.393026549660879354e-01	0.000000000000000000e+00	5.386371684799893256e-01	1.176034070500251924e-02	4.021248867638744287e+02	6.646488005376345427e+02
1.800000000000000000e+02	7.404550002593265345e-01	0.000000000000000000e+00	7.313883137922467803e-01	1.650419335982186654e-04	4.021248867638744287e+02	7.041460264868387640e+02
6.549999999999999822e+00	7.471963198739408618e-01	0.000000000000000000e+00	5.083951178640959689e-01	1.860936878835913952e-02	4.021248867638744287e+02	4.095481669338860229e+02
1.800000000000000000e+02	7.387656883228814753e-01	0.000000000000000000e+00	5.968872401409457407e-01	4.282552068559386700e-03	4.021248867638744287e+02	6.760276773971777402e+02
4.978333333333333144e+01	7.472431113658185575e-01	0.000000000000000000e+00	7.781466745110080518e-01	3.276950034675333884e-05	4.021248867638744287e+02	7.821201243823106779e+02
4.448333333333333428e+01	7.467290497818441786e-01	0.000000000000000000e+00	7.955866535963781461e-01	1.620462347371340816e-05	4.021248867638744287e+02	7.821989111243535717e+02
1.800000000000000000e+02	7.392133305187315040e-01	0.000000000000000000e+00	5.178080197910435167e-01	1.620171083192907188e-02	4.021248867638744287e+02	6.582472445219036672e+02
1.800000000000000000e+02	7.401514833932180126e-01	0.000000000000000000e+00	5.228595787137165773e-01	1.501718845008511230e-02	4.021248867638744287e+02	6.589285450388620120e+02
1.800000000000000000e+02	7.335061590578647595e-01	0.000000000000000000e+00	4.891225570053430727e-01	2.443394717996913781e-02	4.021248867638744287e+02	5.511282981227122946e+02
1.390333333333333314e+02	7.434079313351213969e-01	0.000000000000000000e+00	5.467642389389131274e-01	1.032223954878813167e-02	4.021248867638744287e+02	7.821061952485163147e+02
1.800000000000000000e+02	7.390814564715344481e-01	0.000000000000000000e+00	6.859353291800226460e-01	5.974238639463154508e-04	4.021248867638744287e+02	6.724891158195532626e+02
1.800000000000000000e+02	7.387898349787782593e-01	0.000000000000000000e+00	5.534551665413183219e-01	9.249023337456297594e-03	4.021248867638744287e+02	6.782262528802673387e+02
nan	nan	nan	nan	nan	nan	nan
